income,age,experience,married,house_ownership,car_ownership,state,current_job_years,risk_flag
7660598,72,11,single,rented,no,Maharashtra,11,1
1576088,37,13,single,rented,yes,Tamil_Nadu,7,1
8776228,37,15,single,rented,yes,Madhya_Pradesh,14,1
6785181,32,11,single,rented,no,Madhya_Pradesh,11,1
780090,55,9,single,norent_noown,no,Uttar_Pradesh,9,1
4510338,53,17,single,rented,no,Karnataka,5,1
8693161,53,5,married,rented,yes,Andhra_Pradesh,3,1
321358,78,17,single,rented,no,Rajasthan,9,1
2653315,76,8,married,rented,no,Maharashtra,8,1
8698268,46,19,single,rented,yes,Gujarat,6,1
8927753,25,17,single,rented,yes,Chhattisgarh,13,1
4273001,62,14,single,norent_noown,yes,Bihar,14,1
527900,61,9,single,rented,yes,Uttar_Pradesh,9,1
7914034,23,2,single,rented,no,Karnataka,2,1
7847940,64,16,single,rented,yes,Maharashtra,10,1
6722440,47,7,single,rented,no,Maharashtra,7,1
9241363,62,18,single,rented,yes,Telangana,5,1
8703835,21,11,single,rented,yes,Delhi,11,1
649902,54,15,single,rented,no,Maharashtra,8,1
9215066,69,11,single,rented,no,Bihar,11,1
4432283,61,5,single,rented,no,Tamil_Nadu,5,1
7124175,44,15,single,rented,yes,Delhi,7,1
549476,47,1,single,rented,no,Maharashtra,1,1
5628436,48,13,single,rented,no,Bihar,10,1
223993,54,7,single,rented,no,Odisha,7,1
4824858,58,15,single,rented,no,Gujarat,8,1
1988524,50,6,single,rented,no,Rajasthan,6,1
1966474,26,16,single,rented,yes,Andhra_Pradesh,4,1
976533,48,2,single,rented,no,West_Bengal,2,1
1578598,50,11,single,rented,no,Uttar_Pradesh,11,1
1604428,66,20,single,rented,no,Odisha,12,1
414060,64,16,single,norent_noown,no,Andhra_Pradesh,14,1
8079960,53,2,single,rented,no,Bihar,2,1
5915580,68,20,single,rented,no,Bihar,7,1
2902285,77,19,single,rented,no,Andhra_Pradesh,11,1
7563306,55,15,single,rented,no,Kerala,12,1
9368529,59,7,single,rented,no,Assam,7,1
1139981,60,12,single,rented,no,Tamil_Nadu,12,1
340075,45,0,single,rented,no,Uttar_Pradesh,0,1
1066119,69,16,single,rented,yes,Uttar_Pradesh,12,1
2940425,77,16,single,rented,yes,Uttar_Pradesh,7,1
6963246,35,16,single,rented,no,Haryana,14,1
5965932,74,3,single,rented,no,Jharkhand,3,1
6120219,25,8,single,rented,no,Bihar,3,1
2926477,78,19,single,rented,no,Uttar_Pradesh,3,1
6800688,78,5,single,rented,no,Jharkhand,5,1
9756211,45,8,single,rented,yes,Maharashtra,8,1
9407809,66,3,single,rented,no,Andhra_Pradesh,3,1
6002096,32,14,single,rented,no,Telangana,3,1
4145727,27,11,single,rented,no,Maharashtra,6,1
6201762,46,1,single,rented,no,Kerala,1,1
5663627,29,0,married,rented,yes,Madhya_Pradesh,0,1
8755938,42,20,single,rented,yes,Delhi,14,1
8356848,54,2,single,rented,no,Delhi,2,1
6549582,31,7,single,rented,yes,Andhra_Pradesh,7,1
4916345,73,8,single,rented,yes,West_Bengal,8,1
5082664,41,12,single,rented,yes,West_Bengal,5,1
3711307,22,20,single,rented,yes,Puducherry,10,1
4206929,73,8,single,rented,no,Tamil_Nadu,8,1
2024213,38,19,single,rented,no,Chhattisgarh,8,1
1112644,23,16,single,rented,yes,Maharashtra,6,1
3306281,33,16,single,rented,no,Andhra_Pradesh,8,1
4477660,30,0,married,rented,yes,Uttar_Pradesh,0,1
3423478,76,9,single,rented,no,Telangana,4,1
166480,36,8,single,rented,yes,Andhra_Pradesh,8,1
4112102,46,15,single,rented,no,Karnataka,5,1
5812529,46,2,single,rented,yes,Tamil_Nadu,2,1
9422148,43,16,single,rented,yes,Madhya_Pradesh,12,1
1832053,63,14,married,rented,yes,Maharashtra,7,1
6239581,38,8,single,rented,yes,Maharashtra,8,1
9044259,30,16,single,rented,no,Madhya_Pradesh,3,1
4593497,33,15,married,rented,no,Bihar,8,1
5186187,76,2,single,rented,no,Uttar_Pradesh,2,1
3470076,44,15,single,rented,no,Bihar,11,1
960205,66,16,single,rented,no,Andhra_Pradesh,7,1
1117930,79,15,single,rented,no,Haryana,9,1
96503,40,13,single,rented,no,Himachal_Pradesh,3,1
7529689,76,9,single,rented,no,Andhra_Pradesh,4,1
1442794,35,20,married,rented,no,West_Bengal,10,1
6875625,77,7,married,rented,no,Maharashtra,7,1
5965136,36,15,single,rented,no,Jharkhand,10,1
6550926,35,1,single,rented,no,Tamil_Nadu,1,1
5354560,58,13,single,rented,yes,Gujarat,5,1
2979441,44,7,married,rented,yes,Uttar_Pradesh,7,1
3890846,58,16,married,rented,yes,Andhra_Pradesh,4,1
5608121,52,7,single,rented,no,Madhya_Pradesh,7,1
4642438,55,13,single,rented,no,Uttar_Pradesh,13,1
8419826,31,0,single,rented,no,West_Bengal,0,1
3734522,47,1,single,rented,no,Bihar,1,1
2018913,68,7,single,rented,yes,Madhya_Pradesh,7,1
9073203,71,13,single,rented,no,Telangana,9,1
8030284,65,6,single,rented,no,Uttar_Pradesh,6,1
6794531,68,20,single,rented,no,Gujarat,14,1
972554,54,13,single,rented,yes,West_Bengal,13,1
7429005,69,2,married,rented,no,Gujarat,2,1
215207,32,7,married,rented,no,Madhya_Pradesh,7,1
9211842,61,16,single,rented,no,Bihar,11,1
8057748,46,6,single,rented,yes,Gujarat,4,1
2442625,67,9,married,rented,yes,Andhra_Pradesh,7,1
248099,56,9,single,rented,no,Gujarat,7,1
800194,33,5,single,rented,no,Bihar,5,1
2157311,78,14,single,rented,no,Haryana,6,1
422892,59,7,single,rented,yes,Maharashtra,7,1
7098273,67,10,single,rented,no,Andhra_Pradesh,3,1
9455042,33,20,single,rented,no,Jharkhand,10,1
8745080,55,18,single,rented,yes,Tamil_Nadu,4,1
9789626,21,20,single,rented,no,Bihar,4,1
6064204,62,14,married,rented,no,Maharashtra,10,1
9253093,54,2,single,rented,yes,Bihar,2,1
7715562,55,6,married,rented,no,Gujarat,6,1
1538951,73,9,single,rented,yes,Haryana,9,1
1551042,70,18,single,rented,no,Uttar_Pradesh,13,1
9328308,53,4,single,rented,no,Kerala,4,1
7794515,51,2,single,rented,no,Uttar_Pradesh,2,1
3152333,61,11,single,norent_noown,yes,Madhya_Pradesh,7,1
4559022,63,5,single,rented,yes,Rajasthan,5,1
1714140,27,10,single,rented,yes,West_Bengal,10,1
2167931,58,13,married,rented,no,Tamil_Nadu,9,1
6381899,68,7,single,rented,yes,Uttar_Pradesh,4,1
532746,78,18,married,rented,yes,Uttarakhand,10,1
902071,63,4,single,rented,no,Assam,4,1
428758,47,0,single,rented,yes,Andhra_Pradesh,0,1
9083499,77,19,single,rented,no,Maharashtra,13,1
2357771,59,1,single,rented,yes,Kerala,1,1
1500447,75,13,married,rented,no,Uttar_Pradesh,13,1
2215191,76,10,single,rented,no,Andhra_Pradesh,10,1
8036025,23,8,single,rented,no,Himachal_Pradesh,4,1
9270608,79,14,single,rented,no,West_Bengal,4,1
1509614,25,0,married,rented,yes,Andhra_Pradesh,0,1
9314999,51,20,married,rented,no,Andhra_Pradesh,7,1
6810655,30,11,single,rented,no,West_Bengal,10,1
4574793,32,20,single,rented,no,Madhya_Pradesh,6,1
5823407,68,8,single,rented,no,West_Bengal,8,1
8143512,31,7,single,rented,no,Tamil_Nadu,6,1
5827839,43,1,single,rented,no,Maharashtra,1,1
9032196,68,11,single,rented,yes,Maharashtra,11,1
6996011,76,13,single,rented,no,Chandigarh,13,1
7253442,24,17,single,rented,no,Odisha,8,1
5713579,53,14,single,rented,no,Maharashtra,10,1
8854489,36,18,single,rented,no,Maharashtra,13,1
2397672,70,6,single,rented,no,Kerala,6,1
420777,41,1,single,rented,no,Bihar,1,1
4248868,79,11,single,rented,no,Chhattisgarh,11,1
6250439,65,14,single,rented,yes,Andhra_Pradesh,10,1
5294978,42,17,single,rented,no,Jammu_and_Kashmir,8,1
1818095,30,1,married,rented,no,Uttar_Pradesh,1,1
826478,33,15,single,rented,no,Punjab,13,1
4389360,42,20,single,rented,yes,Madhya_Pradesh,11,1
7714522,37,0,single,rented,yes,Madhya_Pradesh,0,1
2204102,22,17,single,rented,no,Andhra_Pradesh,7,1
3711494,63,6,single,rented,yes,West_Bengal,6,1
9187149,79,1,single,rented,yes,Assam,1,1
5072054,56,5,single,rented,no,Tamil_Nadu,5,1
2301024,51,11,single,rented,yes,Uttarakhand,7,1
4627494,55,14,single,rented,no,Mizoram,7,1
1742621,75,17,married,rented,yes,Tamil_Nadu,3,1
3006135,59,18,single,rented,no,Maharashtra,6,1
6329094,26,17,single,rented,no,Kerala,12,1
6894008,66,3,married,rented,no,Mizoram,3,1
8596569,69,0,single,rented,no,Andhra_Pradesh,0,1
2607516,76,5,single,rented,yes,Maharashtra,5,1
831067,48,2,married,rented,no,Odisha,2,1
8746011,61,13,single,rented,yes,Rajasthan,11,1
7716276,50,16,single,rented,no,Maharashtra,13,1
9427951,24,11,single,rented,no,Telangana,8,1
9052853,52,15,single,rented,yes,Delhi,12,1
1923707,40,16,single,rented,no,Karnataka,4,1
6073350,68,5,single,rented,no,Maharashtra,5,1
3315306,66,14,single,rented,yes,West_Bengal,3,1
1591082,66,3,single,rented,no,Andhra_Pradesh,3,1
1780484,24,10,single,rented,no,Andhra_Pradesh,5,1
8151369,67,11,single,rented,no,Tamil_Nadu,6,1
3876672,55,12,single,rented,no,Telangana,11,1
6380792,51,12,single,rented,no,Telangana,12,1
3758841,76,8,single,rented,no,Madhya_Pradesh,8,1
1514602,71,6,single,rented,no,Karnataka,6,1
5613340,59,17,single,rented,no,West_Bengal,14,1
7146402,23,20,single,rented,no,Manipur,4,1
7442529,57,6,single,rented,yes,Bihar,5,1
8605005,31,20,single,rented,no,Karnataka,5,1
3142984,22,13,single,rented,no,Uttarakhand,10,1
9678663,46,0,single,rented,no,Andhra_Pradesh,0,1
6641682,42,0,single,rented,no,Maharashtra,0,1
1661569,32,12,single,rented,no,Telangana,5,1
2909502,27,18,single,rented,no,Madhya_Pradesh,4,1
1960045,62,5,single,rented,no,Tamil_Nadu,5,1
9645128,26,2,single,rented,no,Andhra_Pradesh,2,1
6107468,21,16,single,rented,no,Gujarat,13,1
424512,60,16,single,rented,no,Madhya_Pradesh,5,1
5663883,37,4,single,rented,no,Rajasthan,4,1
2926190,71,0,single,rented,no,West_Bengal,0,1
7310061,37,10,single,rented,no,Maharashtra,6,1
9299383,56,15,single,rented,no,Uttar_Pradesh,8,1
9807280,37,0,single,rented,no,West_Bengal,0,1
3648949,65,6,single,rented,yes,Maharashtra,6,1
2564409,29,13,single,rented,yes,Karnataka,7,1
8026974,23,20,single,rented,yes,Bihar,11,1
3205080,47,10,single,rented,no,Delhi,10,1
4536448,43,18,single,norent_noown,no,Gujarat,6,1
9768901,74,15,married,rented,no,Andhra_Pradesh,3,1
7037934,53,17,married,rented,no,West_Bengal,7,1
4727668,62,20,single,rented,yes,Madhya_Pradesh,7,1
4128579,52,15,married,rented,no,Telangana,13,1
2803101,25,10,single,rented,no,Rajasthan,10,1
8702383,76,20,single,rented,no,Telangana,3,1
911309,69,12,single,rented,no,Maharashtra,9,1
2282442,47,4,single,rented,yes,Chhattisgarh,4,1
3338595,23,15,single,rented,no,Assam,4,1
7058931,40,10,single,rented,no,Maharashtra,10,1
7710784,61,19,single,rented,yes,Odisha,3,1
156145,69,7,single,rented,yes,West_Bengal,7,1
5131419,26,2,single,rented,no,Uttar_Pradesh,2,1
9766082,28,9,single,rented,no,West_Bengal,3,1
7503751,27,17,single,rented,no,Andhra_Pradesh,8,1
9434255,52,12,single,rented,no,Andhra_Pradesh,12,1
9578850,57,13,single,rented,no,Maharashtra,11,1
1678997,47,20,single,rented,no,West_Bengal,12,1
7761009,38,3,single,rented,no,Chhattisgarh,3,1
5671193,30,20,single,rented,no,Uttar_Pradesh,11,1
4772948,46,17,single,rented,no,Uttar_Pradesh,11,1
8925245,63,0,single,rented,no,Kerala,0,1
5604484,51,14,single,rented,no,Rajasthan,4,1
3430788,63,3,single,rented,no,Karnataka,3,1
3533484,47,6,single,rented,no,West_Bengal,6,1
279241,41,0,single,rented,yes,Kerala,0,1
630763,36,17,married,rented,no,Uttar_Pradesh,13,1
4828749,28,15,single,rented,no,Andhra_Pradesh,5,1
660630,70,1,single,rented,yes,Maharashtra,1,1
554517,21,7,single,rented,no,Assam,5,1
5022180,57,2,single,rented,no,Andhra_Pradesh,2,1
7600998,66,8,single,rented,yes,Assam,8,1
9451139,22,17,single,rented,no,Karnataka,14,1
2421681,33,8,single,rented,yes,Andhra_Pradesh,4,1
9470213,41,5,single,norent_noown,yes,Karnataka,5,1
7210569,54,17,single,rented,no,Mizoram,10,1
2568258,67,5,single,rented,yes,Rajasthan,5,1
7957694,22,0,single,rented,yes,Madhya_Pradesh,0,1
3048347,36,17,single,rented,no,West_Bengal,14,1
9464294,42,9,single,rented,no,Madhya_Pradesh,5,1
553772,38,19,single,rented,yes,Punjab,9,1
140516,29,19,single,rented,no,Tamil_Nadu,14,1
4499377,48,11,single,rented,no,Bihar,11,1
603307,46,12,married,rented,yes,Assam,12,1
2045156,35,9,single,rented,yes,Assam,9,1
8177616,33,9,single,rented,no,Rajasthan,9,1
5180835,22,1,single,rented,no,West_Bengal,1,1
7571977,75,5,single,rented,yes,Jharkhand,5,1
9717828,22,13,single,rented,yes,Delhi,10,1
98356,50,4,single,rented,yes,Maharashtra,4,1
9768762,66,1,single,rented,no,Madhya_Pradesh,1,1
5294937,53,8,married,rented,no,Karnataka,8,1
5683509,62,19,single,rented,no,Telangana,4,1
3238461,35,16,single,rented,no,Maharashtra,8,1
5522087,58,4,single,rented,yes,Bihar,4,1
52436,37,19,married,rented,yes,Haryana,10,1
2280615,74,1,single,norent_noown,no,Andhra_Pradesh,1,1
9655703,61,6,married,rented,yes,Tripura,6,1
978225,72,0,single,rented,yes,Tamil_Nadu,0,1
1888040,43,2,married,rented,no,Tamil_Nadu,2,1
3291384,42,4,single,rented,no,Andhra_Pradesh,4,1
8818909,41,6,single,rented,yes,Rajasthan,3,1
8653449,66,0,single,rented,no,Kerala,0,1
3578378,41,9,single,rented,yes,Andhra_Pradesh,9,1
1932556,56,15,single,rented,no,Andhra_Pradesh,4,1
6943697,37,14,single,rented,no,Rajasthan,3,1
5184758,55,7,single,rented,no,Rajasthan,7,1
4399912,29,9,single,rented,no,West_Bengal,9,1
1556371,39,11,single,rented,no,Haryana,8,1
8593281,22,19,single,rented,no,Haryana,11,1
4276227,31,11,single,rented,no,Delhi,11,1
9537662,44,19,single,rented,no,Gujarat,14,1
7488205,60,9,single,rented,no,Uttar_Pradesh,9,1
3640092,65,2,single,rented,yes,Uttar_Pradesh,2,1
8217682,67,10,single,norent_noown,yes,Haryana,10,1
9594219,32,3,single,rented,no,Tamil_Nadu,3,1
291209,58,4,single,rented,yes,Rajasthan,4,1
5832406,24,4,single,rented,yes,Maharashtra,4,1
9218490,63,12,single,rented,yes,Karnataka,10,1
700444,24,0,single,rented,no,Kerala,0,1
9700230,55,20,single,rented,no,Maharashtra,8,1
4872825,76,6,single,rented,yes,Assam,6,1
1047915,23,4,single,rented,yes,Maharashtra,4,1
5625315,69,16,single,rented,no,Madhya_Pradesh,14,1
8597260,56,20,single,rented,yes,Karnataka,6,1
7581703,40,9,married,rented,no,Madhya_Pradesh,9,1
5924444,33,1,single,rented,no,West_Bengal,1,1
1743237,66,0,single,rented,no,Andhra_Pradesh,0,1
116617,62,15,single,rented,no,Chhattisgarh,14,1
9502583,42,7,single,rented,yes,West_Bengal,7,1
7134942,28,20,single,rented,yes,West_Bengal,11,1
1100548,49,3,single,rented,yes,Gujarat,3,1
7720372,72,6,single,rented,yes,Maharashtra,6,1
7756519,56,4,single,rented,no,Uttar_Pradesh,4,1
9345198,49,9,single,rented,no,Rajasthan,9,1
2716181,76,8,single,rented,no,Telangana,8,1
779324,45,20,single,rented,no,Jammu_and_Kashmir,4,1
1079145,66,16,single,rented,yes,Maharashtra,9,1
208537,33,6,married,rented,no,Andhra_Pradesh,6,1
1950787,53,12,married,rented,no,Jharkhand,7,1
2362103,56,2,single,rented,no,Uttar_Pradesh,2,1
4514928,28,20,single,rented,yes,Odisha,5,1
974748,42,6,single,rented,no,Maharashtra,6,1
7757778,78,17,single,rented,no,Andhra_Pradesh,12,1
6683083,69,1,married,rented,no,Bihar,1,1
1038909,58,19,single,rented,yes,Uttar_Pradesh,4,1
151700,33,20,single,rented,no,Punjab,6,1
1067890,41,14,single,rented,yes,Odisha,3,1
8236810,40,0,single,rented,yes,Maharashtra,0,1
7530512,65,12,single,rented,no,Uttar_Pradesh,10,1
1950853,54,6,single,rented,no,Telangana,6,1
5792043,71,6,single,norent_noown,yes,Haryana,6,1
2297128,30,6,single,rented,yes,Bihar,6,1
3802714,71,16,single,rented,no,Andhra_Pradesh,8,1
4977653,54,17,single,rented,yes,Karnataka,13,1
335003,75,11,single,norent_noown,no,Maharashtra,11,1
4816071,63,17,single,rented,no,Andhra_Pradesh,13,1
2361934,78,0,married,rented,yes,Puducherry,0,1
3672369,60,12,single,rented,no,Jharkhand,6,1
1336270,66,19,single,rented,no,Uttar_Pradesh,8,1
6525200,55,11,single,rented,yes,Delhi,6,1
9803522,55,14,single,rented,no,Madhya_Pradesh,14,1
7770680,38,10,single,rented,no,Tamil_Nadu,10,1
2229331,79,6,single,rented,yes,West_Bengal,6,1
4041403,47,19,single,rented,yes,Telangana,13,1
718057,59,19,single,rented,no,Assam,4,1
8053436,42,8,single,rented,no,Karnataka,8,1
228131,30,5,single,rented,no,Andhra_Pradesh,5,1
600473,24,11,single,rented,no,Haryana,6,1
4806237,79,10,married,rented,no,Uttar_Pradesh,4,1
973794,69,16,single,rented,yes,Chhattisgarh,8,1
5465804,32,10,single,rented,yes,Jharkhand,6,1
6913078,38,14,married,rented,no,Haryana,3,1
7908473,66,0,single,rented,no,West_Bengal,0,1
4305317,75,6,single,rented,no,Uttar_Pradesh,6,1
3038020,30,15,single,rented,yes,Maharashtra,4,1
75855,33,17,single,rented,no,Assam,12,1
3130971,43,16,single,rented,yes,Tamil_Nadu,13,1
3453372,47,2,single,rented,no,Uttar_Pradesh,2,1
448452,22,7,single,rented,no,Madhya_Pradesh,6,1
4854861,77,1,married,rented,no,Bihar,1,1
5300443,71,8,single,rented,yes,Uttar_Pradesh,7,1
5994323,55,10,single,rented,yes,Assam,10,1
147581,74,18,single,norent_noown,no,Maharashtra,9,1
140981,36,17,single,rented,yes,Bihar,9,1
289113,40,5,single,rented,yes,Chhattisgarh,5,1
2593784,66,1,single,rented,yes,Bihar,1,1
6649334,59,12,married,rented,no,Gujarat,11,1
8909724,71,4,single,rented,no,Rajasthan,4,1
4423589,33,19,single,rented,no,Maharashtra,8,1
1816526,30,13,single,rented,yes,Assam,12,1
8215558,43,1,single,rented,yes,Tamil_Nadu,1,1
9290267,54,4,single,rented,yes,Bihar,4,1
4742685,38,2,single,rented,yes,Andhra_Pradesh,2,1
4778152,42,13,single,rented,no,Andhra_Pradesh,3,1
8785845,69,8,single,rented,no,Rajasthan,6,1
3123209,53,16,single,rented,yes,Assam,3,1
6642798,65,16,single,rented,yes,Andhra_Pradesh,10,1
8527776,54,2,single,rented,no,Telangana,2,1
8981043,57,8,single,rented,yes,Karnataka,8,1
4012270,39,7,single,rented,yes,Jharkhand,7,1
1369446,59,3,single,rented,no,Punjab,3,1
8435439,68,1,single,rented,no,Andhra_Pradesh,1,1
7186684,55,3,single,rented,yes,Madhya_Pradesh,3,1
5796023,30,3,single,rented,no,Bihar,3,1
7574572,78,5,single,rented,no,Andhra_Pradesh,5,1
7644982,24,1,single,rented,no,Haryana,1,1
3478374,74,5,single,rented,no,Kerala,5,1
8351225,48,5,single,rented,yes,Madhya_Pradesh,5,1
2421544,46,17,single,rented,no,Madhya_Pradesh,6,1
4516990,69,9,single,rented,no,Uttar_Pradesh,9,1
7961712,41,10,single,rented,no,Assam,10,1
3685028,32,13,single,rented,no,West_Bengal,6,1
7018599,53,0,single,rented,no,Bihar,0,1
5509700,37,0,single,rented,no,Andhra_Pradesh,0,1
1045513,40,2,single,norent_noown,no,Telangana,2,1
8141088,22,1,single,rented,no,Tamil_Nadu,1,1
8259158,79,14,single,rented,no,West_Bengal,13,1
622010,65,8,single,rented,no,Andhra_Pradesh,8,1
3805156,72,4,single,rented,no,Delhi,4,1
2837107,70,3,single,rented,no,West_Bengal,3,1
332177,70,20,single,rented,no,Rajasthan,7,1
1929764,45,5,single,rented,no,Uttar_Pradesh,3,1
265272,75,20,single,rented,no,Delhi,6,1
1923313,71,5,single,rented,no,Tamil_Nadu,3,1
8514407,43,1,single,rented,no,Bihar,1,1
6733582,24,3,single,rented,no,West_Bengal,3,1
8424956,57,12,single,rented,no,Andhra_Pradesh,12,1
4819023,50,18,married,rented,no,Chhattisgarh,12,1
4862321,65,16,married,rented,yes,Maharashtra,9,1
7919486,36,12,single,rented,no,Tamil_Nadu,8,1
6547688,27,5,single,rented,yes,Jharkhand,4,1
1216848,60,9,single,rented,no,Bihar,9,1
8236972,21,7,single,rented,no,Bihar,4,1
3092529,49,1,single,rented,no,Kerala,1,1
555482,32,12,single,rented,no,Uttar_Pradesh,9,1
9979065,49,8,single,rented,yes,Maharashtra,8,1
2499276,21,0,single,rented,no,Jharkhand,0,1
1085302,69,4,single,rented,no,West_Bengal,4,1
6443274,79,12,single,rented,no,Tamil_Nadu,9,1
9109752,69,16,single,rented,yes,Assam,7,1
5314430,32,11,single,rented,no,West_Bengal,5,1
681686,71,18,single,rented,no,Karnataka,13,1
291391,33,8,single,rented,no,Haryana,6,1
9749313,72,17,single,rented,yes,Jharkhand,14,1
1692995,46,8,single,rented,no,Bihar,8,1
1467935,28,8,married,rented,no,Maharashtra,8,1
998868,44,16,single,rented,no,Uttar_Pradesh,5,1
90178,76,9,single,rented,no,Uttar_Pradesh,9,1
4977116,25,7,single,rented,yes,Madhya_Pradesh,7,1
4432896,29,14,single,rented,no,Andhra_Pradesh,13,1
4763378,70,6,single,rented,yes,Tamil_Nadu,6,1
2974289,22,3,single,rented,no,Uttar_Pradesh,3,1
6068842,29,6,single,rented,no,Maharashtra,6,1
7218867,43,16,single,rented,no,Karnataka,8,1
1872336,28,3,single,rented,yes,Madhya_Pradesh,3,1
1050149,33,5,single,rented,no,Andhra_Pradesh,5,1
229131,76,10,single,rented,no,Maharashtra,10,1
7458144,26,13,single,rented,yes,Uttar_Pradesh,7,1
4939158,65,12,single,rented,no,Andhra_Pradesh,7,1
8021921,73,4,single,rented,no,Jharkhand,4,1
8535775,33,18,single,rented,no,Assam,5,1
1589605,46,13,single,rented,no,Haryana,9,1
270761,48,1,single,rented,no,Rajasthan,1,1
2295066,76,12,single,rented,no,Madhya_Pradesh,7,1
3264559,29,14,married,rented,no,West_Bengal,4,1
1085710,72,12,single,rented,no,Kerala,9,1
3855594,39,10,single,rented,yes,Telangana,10,1
6101750,64,4,single,rented,yes,Odisha,4,1
1114427,73,9,single,rented,yes,Bihar,9,1
8700927,41,0,married,rented,no,Andhra_Pradesh,0,1
9750930,31,3,single,rented,yes,Uttar_Pradesh,3,1
110437,41,8,single,rented,no,West_Bengal,8,1
7665233,79,10,single,rented,no,Tamil_Nadu,3,1
8453618,47,4,single,rented,no,West_Bengal,4,1
4868070,51,17,married,rented,no,Gujarat,6,1
6588127,76,5,single,rented,no,Haryana,5,1
2218088,35,9,single,rented,no,Jharkhand,5,1
6123115,27,16,single,rented,no,Tamil_Nadu,10,1
6010140,75,15,single,rented,yes,Punjab,9,1
490369,23,7,single,rented,yes,Punjab,6,1
6814296,37,16,single,rented,no,Karnataka,8,1
1847709,44,3,single,rented,yes,Kerala,3,1
1225686,65,9,single,rented,no,Karnataka,5,1
7055950,79,9,single,rented,yes,West_Bengal,9,1
4351817,31,3,married,rented,no,Andhra_Pradesh,3,1
5090745,35,5,married,rented,no,Mizoram,5,1
3115639,35,14,single,rented,yes,Madhya_Pradesh,14,1
9250350,42,9,single,rented,no,Maharashtra,4,1
4476997,27,15,single,rented,no,Bihar,7,1
1171428,45,11,single,rented,yes,Tripura,5,1
2628971,30,19,single,rented,no,Andhra_Pradesh,7,1
1360053,47,9,single,rented,no,West_Bengal,4,1
3231341,47,6,married,rented,no,Kerala,6,1
431500,51,10,single,rented,yes,Maharashtra,10,1
1363933,45,14,single,rented,yes,Bihar,4,1
72998,51,16,single,rented,no,Bihar,13,1
3078173,59,12,single,rented,yes,Maharashtra,9,1
7428357,38,13,single,rented,yes,Uttar_Pradesh,9,1
7060043,79,17,single,rented,no,Odisha,13,1
1612818,79,10,single,rented,no,Haryana,10,1
2467224,35,3,single,rented,no,Assam,3,1
8059284,72,1,single,rented,yes,Maharashtra,1,1
4783607,67,19,single,rented,no,West_Bengal,7,1
3019045,76,12,single,rented,no,Jammu_and_Kashmir,11,1
3188212,61,14,single,rented,no,Rajasthan,10,1
3290138,36,13,single,rented,no,Bihar,8,1
9945173,62,4,single,rented,no,Bihar,4,1
5190632,59,6,single,rented,no,Kerala,6,1
6744134,56,13,single,rented,yes,Uttar_Pradesh,8,1
1435004,50,2,single,rented,yes,Andhra_Pradesh,2,1
2687545,60,3,single,rented,yes,Jharkhand,3,1
5013716,29,17,single,rented,no,Jharkhand,10,1
6467283,65,13,single,rented,yes,Madhya_Pradesh,11,1
2802877,70,14,single,rented,no,Odisha,10,1
1657435,36,7,single,rented,yes,Chhattisgarh,7,1
739809,55,4,single,rented,no,Andhra_Pradesh,4,1
1330107,61,13,single,rented,no,Chhattisgarh,11,1
601404,47,20,single,rented,no,Maharashtra,8,1
2844373,28,3,single,rented,no,Maharashtra,3,1
8497267,65,6,single,rented,no,Andhra_Pradesh,6,1
2740967,63,5,single,rented,no,Assam,5,1
3370529,54,10,single,rented,yes,Kerala,10,1
6432481,72,3,single,rented,yes,Gujarat,3,1
7790773,40,10,married,rented,yes,Uttar_Pradesh,9,1
2549997,51,15,married,rented,no,Haryana,13,1
1818040,54,1,single,rented,no,Madhya_Pradesh,1,1
4002405,68,6,single,rented,no,Madhya_Pradesh,3,1
8830734,55,8,single,rented,yes,Uttar_Pradesh,8,1
1127903,74,15,single,rented,yes,Jharkhand,3,1
9122548,58,12,single,rented,no,Bihar,9,1
9232506,75,2,single,rented,no,Tamil_Nadu,2,1
2318739,59,4,single,rented,no,Gujarat,4,1
413811,78,6,single,rented,yes,Maharashtra,6,1
6134981,49,2,single,rented,yes,Maharashtra,2,1
5618096,65,15,single,rented,yes,Rajasthan,12,1
4145448,50,4,single,rented,no,Jammu_and_Kashmir,4,1
5971936,24,1,single,rented,no,Bihar,1,1
2974371,33,8,single,rented,yes,Uttar_Pradesh,8,1
5850867,30,1,married,rented,yes,Telangana,1,1
2755203,64,15,single,rented,no,Maharashtra,11,1
6913338,61,16,single,rented,yes,Maharashtra,11,1
3512152,35,3,single,norent_noown,yes,Tamil_Nadu,3,1
3994234,72,18,single,rented,no,Tamil_Nadu,4,1
2504515,51,14,single,rented,yes,Uttar_Pradesh,7,1
2093984,77,9,single,rented,no,Bihar,3,1
2143718,25,0,single,norent_noown,yes,Kerala,0,1
794175,52,1,single,rented,no,Maharashtra,1,1
3350415,29,9,single,rented,no,Maharashtra,6,1
3424035,24,2,single,rented,no,West_Bengal,2,1
2162632,76,7,single,rented,yes,Karnataka,7,1
8149390,78,1,single,rented,no,Madhya_Pradesh,1,1
9254969,75,7,single,rented,no,Assam,7,1
5842579,63,15,single,rented,no,Assam,14,1
7059529,63,8,single,rented,yes,Bihar,8,1
7583518,28,4,single,rented,no,Madhya_Pradesh,4,1
4560641,72,7,single,rented,no,Tamil_Nadu,7,1
2929735,23,14,single,rented,no,Karnataka,9,1
